ID,group,Age,Sex,ethnicity,occupation,income,education,envAttitude_pre,envSelfEfficacy_pre,envMotivation_pre,envAttitude_post,envSelfEfficacy_post,envMotivation_post,nudge_acceptance_post,nudge_reactance_post,nudge_fatigue_post,eco_choices_day1,eco_choices_day2,eco_choices_day3,eco_choices_day4,eco_choices_day5,eco_choices_day6,eco_choices_day7,eco_choices_day8,eco_choices_day9,eco_choices_day10,eco_choices_day11,eco_choices_day12,eco_choices_day13,eco_choices_day14,daily_donation_cents_day1,daily_donation_cents_day2,daily_donation_cents_day3,daily_donation_cents_day4,daily_donation_cents_day5,daily_donation_cents_day6,daily_donation_cents_day7,daily_donation_cents_day8,daily_donation_cents_day9,daily_donation_cents_day10,daily_donation_cents_day11,daily_donation_cents_day12,daily_donation_cents_day13,daily_donation_cents_day14,n_trials_day1,n_trials_day2,n_trials_day3,n_trials_day4,n_trials_day5,n_trials_day6,n_trials_day7,n_trials_day8,n_trials_day9,n_trials_day10,n_trials_day11,n_trials_day12,n_trials_day13,n_trials_day14,eco_share_day1,eco_share_day2,eco_share_day3,eco_share_day4,eco_share_day5,eco_share_day6,eco_share_day7,eco_share_day8,eco_share_day9,eco_share_day10,eco_share_day11,eco_share_day12,eco_share_day13,eco_share_day14,information_nudge_rt_ms_day1,information_nudge_rt_ms_day2,information_nudge_rt_ms_day3,information_nudge_rt_ms_day4,information_nudge_rt_ms_day5,information_nudge_rt_ms_day6,information_nudge_rt_ms_day7,information_nudge_rt_ms_day8,information_nudge_rt_ms_day9,information_nudge_rt_ms_day10,information_nudge_rt_ms_day11,information_nudge_rt_ms_day12,information_nudge_rt_ms_day13,information_nudge_rt_ms_day14,assistant_commitment_rt_ms_day1,assistant_commitment_rt_ms_day2,assistant_commitment_rt_ms_day3,assistant_commitment_rt_ms_day4,assistant_commitment_rt_ms_day5,assistant_commitment_rt_ms_day6,assistant_commitment_rt_ms_day7,assistant_commitment_rt_ms_day8,assistant_commitment_rt_ms_day9,assistant_commitment_rt_ms_day10,assistant_commitment_rt_ms_day11,assistant_commitment_rt_ms_day12,assistant_commitment_rt_ms_day13,assistant_commitment_rt_ms_day14
WsixJgTK,assistant_medium,36,Male,White,Private sector,"30,001-40,000",Bachelor,3.6,4,2,4.33333333333333,4,4,6,3,3,3,1,3,2,3,3,3,3,3,3,3,2,2,3,4,0,7,4,6,8,9,12,9,8,8,9,6,6,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,0.333333333333333,1,0.666666666666667,1,1,1,1,1,1,1,0.666666666666667,0.666666666666667,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16692,NA,NA,8383,NA,NA,17773,NA,NA,10211,NA,NA,3639,NA
XKxDdaXv,structure_low,25,Male,Mixed,Self-employed/Freelancer,"<10,000",Bachelor,2.667,4,0,3.33333333333333,4,2,5,5,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DXEQPAHB,information_high,37,Female,White,Government/Public sector,"40,001-60,000",Bachelor,2.867,4,4,3.4,4,7,6,2,1,0,3,1,3,0,2,1,2,0,2,1,3,0,3,0,2,1,3,0,2,0,3,0,3,0,4,0,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,1,0.333333333333333,1,0,0.666666666666667,0.333333333333333,0.666666666666667,0,0.666666666666667,0.333333333333333,1,0,1,112920,20890,14722,4773,3555,19795,31762,2826,3475,2830,2504,2493,2539,5223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MsbOoOmq,structure_high,29,Female,White,Private sector,"40,001-60,000",Bachelor,3.6,4,5,NA,NA,NA,NA,NA,NA,1,0,0,1,1,1,1,1,0,1,NA,NA,NA,NA,0,0,0,0,2,0,0,0,0,0,NA,NA,NA,NA,3,3,3,3,3,3,3,3,3,3,NA,NA,NA,NA,0.333333333333333,0,0,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0,0.333333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TEcsbKas,structure_low,38,Male,Other,Self-employed/Freelancer,"<10,000",Bachelor,2.8,4,-1,3,4,1,5,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
xhhMUCzv,structure_high,21,Male,White,Private sector,NA,Bachelor,3.733,5,6,2.73333333333333,4,0.5,4,4,5,1,1,3,3,3,3,3,3,3,3,3,3,3,2,3,0,8,5,12,7,10,8,8,7,11,7,10,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0.333333333333333,0.333333333333333,1,1,1,1,1,1,1,1,1,1,1,0.666666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
nNfmSOTO,structure_medium,30,Male,Other,Government/Public sector,NA,Bachelor,3.333,4,3,3.6,4,4,7,1,1,3,3,3,3,2,2,3,3,3,3,3,3,3,2,3,0,6,3,9,1,5,5,7,4,6,2,6,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,0.666666666666667,0.666666666666667,1,1,1,1,1,1,1,0.666666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ToQamdxL,information_medium,30,Female,Asian,Private sector,"10,001-20,000",Bachelor,4.067,5,5,4.4,5,7,3,4,3,0,2,3,0,3,0,3,0,3,0,3,0,3,0,0,7,8,0,7,0,9,0,9,0,10,0,10,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0.666666666666667,1,0,1,0,1,0,1,0,1,0,1,0,36701,NA,NA,5000,NA,NA,3271,NA,NA,3500,NA,NA,3231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
bgjmOAKP,information_medium,40,Male,Asian,Self-employed/Freelancer,"10,001-20,000",Bachelor,3,4,2.5,3.13333333333333,3,8.5,4,2,2,1,1,1,2,2,2,1,1,1,2,1,2,1,2,1,5,4,3,4,8,2,4,2,8,3,7,2,8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0.333333333333333,0.333333333333333,0.333333333333333,0.666666666666667,0.666666666666667,0.666666666666667,0.333333333333333,0.333333333333333,0.333333333333333,0.666666666666667,0.333333333333333,0.666666666666667,0.333333333333333,0.666666666666667,39855,NA,NA,2799,NA,NA,3029,NA,NA,3108,NA,NA,2723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MXPbOIly,control,31,Male,White,Private sector,"20,001-30,000",Bachelor,3,4,3,3,4,3,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
aCOzQThA,structure_medium,46,Female,White,Government/Public sector,"<10,000",Bachelor,3.267,5,1,4.26666666666667,1,6,6,2,5,2,2,1,2,0,0,1,1,1,2,1,0,2,2,0,0,1,5,0,0,1,4,2,3,0,0,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0.666666666666667,0.666666666666667,0.333333333333333,0.666666666666667,0,0,0.333333333333333,0.333333333333333,0.333333333333333,0.666666666666667,0.333333333333333,0,0.666666666666667,0.666666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IUvmQDdR,control,45,Male,White,Self-employed/Freelancer,"<10,000",Master,3.733,4,6.5,4.4,4,-0.5,NA,NA,NA,2,1,0,3,3,2,3,2,3,3,3,2,3,3,6,4,0,6,6,11,6,11,6,9,8,11,9,11,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0.666666666666667,0.333333333333333,0,1,1,0.666666666666667,1,0.666666666666667,1,1,1,0.666666666666667,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
iaLBYZCi,assistant_high,37,Male,Mixed,Private sector,"<10,000",Bachelor,3.533,4,0,3.86666666666667,4,8,7,5,4,3,3,3,3,2,2,2,2,3,3,3,3,3,3,6,2,4,3,4,2,5,3,8,0,7,3,8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33507,36411,26684,4770,5685,4805,4350,4936,4300,3080,19676,3428,5201,3848
QPDIacsb,information_low,25,Male,White,Private sector,"<10,000",Bachelor,3.333,3,4.5,NA,NA,NA,NA,NA,NA,0,0,NA,NA,2,1,1,1,1,1,1,0,1,1,0,0,NA,NA,0,3,1,2,1,4,1,0,1,4,3,3,NA,NA,3,3,3,3,3,3,3,3,3,3,0,0,NA,NA,0.666666666666667,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0,0.333333333333333,0.333333333333333,75245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AtBhCQEz,structure_low,19,Female,Mixed,Student,"20,001-30,000",Senior high,3.467,5,1,NA,NA,NA,NA,NA,NA,3,0,0,0,1,1,1,1,1,NA,0,1,0,1,2,0,0,0,2,2,2,1,2,NA,0,2,0,3,3,3,3,3,3,3,3,3,3,NA,3,3,3,3,1,0,0,0,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,NA,0,0.333333333333333,0,0.333333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
jgzkWBiY,structure_medium,23,Male,Other,Private sector,"10,001-20,000",Master,3.533,4,2,NA,NA,NA,NA,NA,NA,2,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,3,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,3,3,3,3,3,3,3,3,3,2,NA,NA,NA,NA,0.666666666666667,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zmtsendn,structure_medium,29,Male,White,Private sector,"40,001-60,000",Master,3.667,4,-2,NA,NA,NA,NA,NA,NA,1,1,0,3,NA,2,2,2,1,3,0,3,3,0,2,1,0,5,NA,10,3,6,3,8,0,9,6,0,3,3,3,3,NA,3,3,3,3,3,3,3,3,3,0.333333333333333,0.333333333333333,0,1,NA,0.666666666666667,0.666666666666667,0.666666666666667,0.333333333333333,1,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
rlHkFyML,information_low,31,Male,Black,Private sector,"<10,000",Bachelor,3.8,4,1,NA,NA,NA,NA,NA,NA,1,1,0,NA,NA,NA,1,2,2,1,2,0,2,0,2,0,0,NA,NA,NA,1,2,4,2,1,0,5,0,3,3,3,NA,NA,NA,3,3,3,3,3,3,3,3,0.333333333333333,0.333333333333333,0,NA,NA,NA,0.333333333333333,0.666666666666667,0.666666666666667,0.333333333333333,0.666666666666667,0,0.666666666666667,0,24112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
wnGoCmhc,control,27,Female,White,Government/Public sector,"20,001-30,000",Bachelor,2.8,4,6,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,3,3,3,3,3,NA,3,3,3,3,3,NA,3,3,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mckulqtO,assistant_medium,36,Female,Asian,Self-employed/Freelancer,"30,001-40,000",Bachelor,3.4,4,2.5,NA,NA,NA,NA,NA,NA,3,1,3,0,3,1,2,0,2,1,2,NA,3,0,2,0,3,0,3,1,3,0,3,1,5,NA,6,0,3,3,3,3,3,3,3,3,3,3,3,NA,3,3,1,0.333333333333333,1,0,1,0.333333333333333,0.666666666666667,0,0.666666666666667,0.333333333333333,0.666666666666667,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4051,NA,NA,1767,NA,NA,4382,NA,NA,8120,NA,NA,2410,NA
sbZUFcPB,structure_low,32,Male,White,Private sector,"40,001-60,000",Bachelor,4,4,4,3.66666666666667,4,3,3,2,2,3,3,2,3,3,2,3,3,3,3,3,3,3,3,8,5,10,10,12,4,10,10,11,9,13,6,13,11,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,0.666666666666667,1,1,0.666666666666667,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
rLoSGXRO,information_high,20,Male,Other,Self-employed/Freelancer,"<10,000",College diploma,3.4,5,1,3.4,4,5,6,1,1,0,2,2,3,2,3,3,3,3,3,2,2,3,3,0,6,6,6,6,8,3,7,5,10,7,10,8,11,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0.666666666666667,0.666666666666667,1,0.666666666666667,1,1,1,1,1,0.666666666666667,0.666666666666667,1,1,38185,23057,2010,1995,1906,1668,2011,19624,2455,2821,1779,1973,1818,2591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
YfHswYre,information_medium,23,Male,White,Private sector,"10,001-20,000",Senior high,3.4,4,1,NA,NA,NA,NA,NA,NA,2,3,2,3,1,3,NA,3,3,3,3,1,3,3,4,6,5,10,4,12,NA,9,7,11,9,1,11,12,3,3,3,3,3,3,NA,3,3,3,3,3,3,3,0.666666666666667,1,0.666666666666667,1,0.333333333333333,1,NA,1,1,1,1,0.333333333333333,1,1,18812,NA,NA,11334,NA,NA,NA,NA,NA,1206,NA,NA,1111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KpvreJry,structure_low,22,Female,White,Student,"10,001-20,000",Bachelor,4.2,4,1.5,NA,NA,NA,NA,NA,NA,2,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.666666666666667,0.333333333333333,0.666666666666667,0.333333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KgRfCrIL,information_low,33,Male,White,Private sector,"30,001-40,000",Master,3.4,4,1,2.73333333333333,4,3,5,3,5,3,3,3,0,0,0,0,0,0,0,0,0,0,0,6,6,10,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,15083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lWUcpBID,information_low,30,Male,Other,Private sector,"10,001-20,000",Bachelor,2.8,2,-3.5,3,3,-5.5,3,3,5,2,2,1,1,3,0,1,0,0,1,0,0,2,0,1,1,2,4,8,0,5,0,0,5,0,0,6,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0.666666666666667,0.666666666666667,0.333333333333333,0.333333333333333,1,0,0.333333333333333,0,0,0.333333333333333,0,0,0.666666666666667,0,20853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BDnRYMUl,information_medium,26,Male,White,Private sector,"10,001-20,000",Senior high,3.6,4,-2,3.86666666666667,2,-1,5,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,9,7,12,9,12,9,11,12,10,10,11,12,12,13,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,29502,NA,NA,943,NA,NA,1470,NA,NA,1704,NA,NA,1194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lbUZiHlE,assistant_high,33,Female,White,Self-employed/Freelancer,"10,001-20,000",Master,3.667,4,5,NA,NA,NA,NA,NA,NA,3,3,3,0,2,3,3,3,3,3,NA,3,2,2,3,7,3,0,6,8,5,6,6,9,NA,9,8,11,3,3,3,3,3,3,3,3,3,3,NA,3,3,3,1,1,1,0,0.666666666666667,1,1,1,1,1,NA,1,0.666666666666667,0.666666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26322,17231,12308,15713,11270,17787,1828,1879,2007,2205,NA,4392,29048,2718
GYqDFPVC,information_high,21,Male,White,Other,"<10,000",Senior high,3.267,4,2,NA,NA,NA,NA,NA,NA,1,1,0,1,1,1,0,2,2,1,1,1,1,NA,0,2,0,2,1,3,0,3,0,3,0,3,1,NA,3,3,3,3,3,3,3,3,3,3,3,3,3,NA,0.333333333333333,0.333333333333333,0,0.333333333333333,0.333333333333333,0.333333333333333,0,0.666666666666667,0.666666666666667,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,NA,24423,6894,5131,1682,1502,1262,2483,1674,1472,1569,921,1926,1391,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MBYsHdWC,information_medium,40,Male,Mixed,Self-employed/Freelancer,"30,001-40,000",Master,3.6,4,10.5,3.13333333333333,4,8,5,4,3,1,3,2,1,2,1,0,2,2,2,2,2,3,1,0,3,2,2,1,1,0,2,1,3,4,1,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0.333333333333333,1,0.666666666666667,0.333333333333333,0.666666666666667,0.333333333333333,0,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,0.666666666666667,1,0.333333333333333,18608,NA,NA,1085,NA,NA,5014,NA,NA,1050,NA,NA,1931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PyeKdnlT,structure_high,29,Female,White,Government/Public sector,"20,001-30,000",Bachelor,4.267,4,0,4.26666666666667,4,1,6,2,1,2,1,3,2,1,1,3,3,3,2,2,3,1,2,1,2,4,3,2,2,4,7,5,3,2,6,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0.666666666666667,0.333333333333333,1,0.666666666666667,0.333333333333333,0.333333333333333,1,1,1,0.666666666666667,0.666666666666667,1,0.333333333333333,0.666666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
YRzbvdPO,structure_medium,26,Male,White,Private sector,"40,001-60,000",Senior high,3.333,4,1,NA,NA,NA,NA,NA,NA,3,0,1,3,2,0,NA,1,0,3,1,2,3,0,6,0,4,12,9,0,NA,3,0,17,4,10,11,0,3,3,3,3,3,3,NA,3,3,3,3,3,3,3,1,0,0.333333333333333,1,0.666666666666667,0,NA,0.333333333333333,0,1,0.333333333333333,0.666666666666667,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ZeOybUtY,information_medium,40,Male,White,Private sector,"10,001-20,000",Master,2.133,3,0,2,3,5,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13214,NA,NA,3810,NA,NA,2069,NA,NA,1236,NA,NA,16539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
iBArhWgX,information_low,53,Female,White,Other,"10,001-20,000",Senior high,3.733,4,1,3.4,4,1.5,6,4,4,1,2,1,2,1,1,0,0,1,1,1,0,1,1,1,5,2,6,1,2,0,0,3,3,3,0,2,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0.333333333333333,0.666666666666667,0.333333333333333,0.666666666666667,0.333333333333333,0.333333333333333,0,0,0.333333333333333,0.333333333333333,0.333333333333333,0,0.333333333333333,0.333333333333333,19729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HDOMvQlf,structure_high,27,Female,White,Other,"<10,000",Senior high,2.933,4,3.5,2.73333333333333,4,4.5,4,2,3,1,3,2,3,3,3,3,3,3,3,3,3,3,3,1,5,4,6,2,9,4,9,5,12,6,9,7,9,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0.333333333333333,1,0.666666666666667,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
tbjXSFsW,assistant_high,43,Male,White,Private sector,"10,001-20,000",Bachelor,2.933,5,7,3.6,5,11,5,4,5,3,1,2,1,1,1,3,3,3,2,3,3,3,3,5,1,5,2,4,2,10,5,8,6,11,6,11,6,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,0.333333333333333,0.666666666666667,0.333333333333333,0.333333333333333,0.333333333333333,1,1,1,0.666666666666667,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34315,5853,12920,6883,6911,21934,4552,4584,3720,4389,4193,5178,3702,6829
mIUdckVo,structure_high,23,Male,White,Student,"10,001-20,000",College diploma,3.6,5,7,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.333333333333333,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
vRtCcqhN,structure_low,24,Male,White,Student,"<10,000",Senior high,2.133,4,-0.5,NA,NA,NA,NA,NA,NA,1,2,NA,1,1,NA,0,NA,1,0,1,NA,0,NA,0,3,NA,2,3,NA,0,NA,3,0,3,NA,0,NA,3,3,NA,3,3,NA,3,NA,3,3,3,NA,3,NA,0.333333333333333,0.666666666666667,NA,0.333333333333333,0.333333333333333,NA,0,NA,0.333333333333333,0,0.333333333333333,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
gErmXjmq,information_high,34,Female,Asian,Self-employed/Freelancer,">60,000",Bachelor,2.8,5,6,NA,NA,NA,NA,NA,NA,0,NA,0,0,1,0,0,0,0,NA,0,1,2,2,0,NA,0,0,0,0,0,0,0,NA,0,2,2,7,3,NA,3,3,3,3,3,3,3,NA,3,3,3,3,0,NA,0,0,0.333333333333333,0,0,0,0,NA,0,0.333333333333333,0.666666666666667,0.666666666666667,15362,NA,1680,1180,1567,1713,1326,1412,1814,NA,1185,1134,13368,1612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
nEUJVVCe,assistant_low,27,Male,White,Self-employed/Freelancer,"10,001-20,000",Master,3.4,5,4,3.33333333333333,5,0,7,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NgdVovUb,structure_low,37,Male,White,Private sector,"10,001-20,000",Senior high,2.467,4,3.5,2.66666666666667,4,4.5,5,3,3,3,1,1,1,1,1,1,0,1,1,1,1,1,1,3,3,2,3,4,3,3,0,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MPsRwQvF,information_medium,26,Male,White,Private sector,"<10,000",Bachelor,4.2,5,10,3.8,4,5,6,1,2,3,3,2,0,3,0,2,0,2,0,3,0,3,0,3,3,4,0,3,0,6,0,6,0,8,0,8,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,0.666666666666667,0,1,0,0.666666666666667,0,0.666666666666667,0,1,0,1,0,21243,NA,NA,4097,NA,NA,769,NA,NA,1576,NA,NA,1582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
rvPPoQtv,information_low,29,Male,White,Government/Public sector,"30,001-40,000",Bachelor,3.867,4,4,NA,NA,NA,NA,NA,NA,3,3,3,0,0,0,NA,1,2,0,2,1,0,0,12,1,14,0,0,0,NA,2,11,0,10,2,0,0,3,3,3,3,3,3,NA,3,3,3,3,3,3,3,1,1,1,0,0,0,NA,0.333333333333333,0.666666666666667,0,0.666666666666667,0.333333333333333,0,0,22131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
