study_id,reference,title,year,intervention_category,intervention_technique,type_experiment,environmental_context,economic_cost,cultural_meaning,behavior_scrutiny,suitable_for_longitudinal,control_group_scenario_prompt,intervention_group_scenario_prompt,response_instruction,response_options,n_study,n_comparison,n_control,n_intervention,binary_outcome,mean_control,sd_control,mean_intervention,sd_intervention,effect_size,effect_label,variance_d,ci_lower,ci_upper,gpt35_llm_mean_control,gpt35_llm_mean_intervention,gpt35_llm_std_control,gpt35_llm_std_intervention,gpt35_llm_effect_size,gpt35_llm_p_value,gpt35_llm_variance_d,gpt35_llm_ci_lower,gpt35_llm_ci_upper,deepseekv3_llm_mean_control,deepseekv3_llm_mean_intervention,deepseekv3_llm_std_control,deepseekv3_llm_std_intervention,deepseekv3_llm_effect_size,deepseekv3_llm_p_value,deepseekv3_llm_variance_d,deepseekv3_llm_ci_lower,deepseekv3_llm_ci_upper,claudehaiku45_llm_mean_control,claudehaiku45_llm_mean_intervention,claudehaiku45_llm_std_control,claudehaiku45_llm_std_intervention,claudehaiku45_llm_effect_size,claudehaiku45_llm_p_value,claudehaiku45_llm_variance_d,claudehaiku45_llm_ci_lower,claudehaiku45_llm_ci_upper,gpt4o_llm_mean_control,gpt4o_llm_mean_intervention,gpt4o_llm_std_control,gpt4o_llm_std_intervention,gpt4o_llm_effect_size,gpt4o_llm_p_value,gpt4o_llm_variance_d,gpt4o_llm_ci_lower,gpt4o_llm_ci_upper,deepseekv4flash_llm_mean_control,deepseekv4flash_llm_mean_intervention,deepseekv4flash_llm_std_control,deepseekv4flash_llm_std_intervention,deepseekv4flash_llm_effect_size,deepseekv4flash_llm_p_value,deepseekv4flash_llm_variance_d,deepseekv4flash_llm_ci_lower,deepseekv4flash_llm_ci_upper,gpt54_llm_mean_control,gpt54_llm_mean_intervention,gpt54_llm_std_control,gpt54_llm_std_intervention,gpt54_llm_effect_size,gpt54_llm_p_value,gpt54_llm_variance_d,gpt54_llm_ci_lower,gpt54_llm_ci_upper
Nelson_3,Nelson et al. (2019),Nudging tourists to donate for conservation: Experimental evidence on soliciting voluntary contributions for coastal management,2019,structure,default,framed_field,Environmental donation,low,high,medium,1,"As part of our shared commitment to marine conservation, a small recommended donation of Rp.20,000 (approximately only $1.5 USD) to the Gili Eco Trust Foundation can be included to help protect the reefs and wildlife of Gili Trawangan and offset the environmental impact of your dive. You can check the box if you want to donate.","As part of our shared commitment to marine conservation, a small recommended donation of Rp.20,000 (approximately only $1.5 USD) to the Gili Eco Trust Foundation will be included to help protect the reefs and wildlife of Gili Trawangan and offset the environmental impact of your dive. You may uncheck the box if you prefer not to donate.",Did you make a donation?,"Yes (1), No (0)",198,198,101,97,1,0.45,,0.59,,0.2812,1,0.0204,0.0012611496377107,0.5611388503622893,0.5,0.68,0.5050762722761054,0.47121207149916117,0.3682678934366399,0.10382901653839686,0.02055274633168764,0.08728296735456287,0.6492528195187169,0.72,0.82,0.45355736761107274,0.3880879344916035,0.23889959223073243,0.34185982169627627,0.020354392225202158,-0.040726156857885554,0.5185253413193505,0.6,0.84,0.49487165930539356,0.3703280399090205,0.5464047138695896,0.014289799060615175,0.020964203074118566,0.26262112939385623,0.8301882983453228,0.84,0.9,0.37032803990902036,0.30304576336566297,0.17953258334169186,0.5520433309144819,0.02029166225882168,-0.0996619455636873,0.458727112247071,0.34,0.58,0.4785181206984064,0.4985693819032897,0.48642014024654046,0.027308891754922283,0.020807754694064415,0.20369742660585444,0.7691428538872265,0.44,0.58,0.5014265364224069,0.4985693819032897,0.28098053534669853,0.23004611659470842,0.020409637291049904,0.0009755689641870458,0.56098550172921
Pichert_1,Pichert & Katsikopoulos (2008),Green defaults: Information presentation and pro-environmental behaviour,2008,structure,default,conventional_lab,Energy conservation,medium,medium,medium,0,"There are German cities whose inhabitants are supplied with conventionally produced electricity by default. Imagine you live in one of these cities. You are free to switch to green electricity without a switching fee, but your monthly premium would be higher. What is the maximum additional amount you would be willing to pay per month to switch to green electricity?","There are German cities whose inhabitants are supplied with green electricity by default. Imagine you live in one of these cities. You are free to switch to conventionally produced electricity without a switching fee, and your monthly premium would be lower. What is the minimum amount by which your monthly premium would have to be reduced for you to switch?",Enter the requested monthly amount.,A non-negative amount in euros.,65,65,41,24,0,6.59,5.53,13.0,7.34,1.0253,1,0.0741,0.4917720264002696,1.5588279735997306,4.8,7.3,1.4285714285714288,2.517287169529442,1.221508422329608,3.759927795491904e-08,0.07753447076773776,0.6757562105717655,1.7672606340874504,14.0,16.2,4.6291004988627575,4.351870346207948,0.48969151057664767,0.01613121449256626,0.06790150884241984,-0.02103429656565242,1.0004173177189477,7.86,9.59,3.123381213377842,2.906168667942487,0.5734685170563669,0.005073017999622667,0.06858665010798899,0.06017250885135861,1.0867645252613753,16.4,24.9,6.779320295831242,12.836888808652757,0.8280477641970887,9.058200686000115e-05,0.07133124210596567,0.3045823602026795,1.3515131681914978,4.44,9.18,3.563763202468046,4.094246834627481,1.234960028815245,1.578935839774518e-08,0.0777886511288853,0.6883139824296934,1.7816060752007963,7.14,10.68,2.9830131322102433,3.8356012220633513,1.0303111252339658,1.4555521224617471e-06,0.07422261068280478,0.4963419290227926,1.564280321445139
Pichert_2,Pichert & Katsikopoulos (2008),Green defaults: Information presentation and pro-environmental behaviour,2008,structure,default,conventional_lab,Energy conservation,medium,medium,medium,0,"You live in a city where electricity is provided by a traditional (grey) energy supplier, which primarily uses fossil fuels and nuclear energy for power generation. You have the opportunity to switch to green electricity, which is the supply of renewable energy generation, but the monthly cost will be higher.","You live in a city where electricity is provided by a green energy supplier by default, which uses renewable energy to generate electricity. You can choose to switch back to traditional (grey) electricity, which will result in lower monthly costs, but you will give up green energy supply.",Would you prefer to use green power or grey power?,"Green power (1), gray power (0)",152,152,75,77,1,0.4133,,0.6753,,0.5325,1,0.0273,0.2086608025501705,0.8563391974498294,0.36,0.54,0.4848732213850611,0.5034574339058886,0.3638796892419869,0.10782192815996855,0.026755900360618836,0.04328385420055597,0.6844755242834177,0.72,0.84,0.45355736761107274,0.37032803990902047,0.29216396126409716,0.22742776372976356,0.02660113507120661,-0.027503311004683062,0.6118312335328774,0.26,0.4,0.44308749769345207,0.4948716593053935,0.29929679161425726,0.20194907485096084,0.026615012667289044,-0.020453853691805246,0.6190474369203198,0.64,0.82,0.4848732213850611,0.38808793449160356,0.41070415641822766,0.07155070116018054,0.026875207846988453,0.08939433048412748,0.7320139823523278,0.14,0.32,0.35050983275386544,0.471212071499161,0.43553442549639,0.0573028212944811,0.026944327359137342,0.11381168150487764,0.7572571694879023,0.14,0.38,0.35050983275386555,0.4903143514780145,0.5614364678940666,0.01214908598702945,0.02735722430548239,0.23725804384643973,0.8856148919416935
Rosenkranz_1,Rosenkranz et al. (2017),Using behavioral insights to make firms more energy efficient: A field experiment on the effects of improved information,2017,structure,effort,natural_field,Energy conservation,low,medium,medium,0,"You are the energy coordinator at a company participating in a Dutch voluntary energy-efficiency agreement. As in previous years, you receive a long invitation email with an impersonal salutation. Administrative information comes first; a general link in the second paragraph takes you to the government website, where you must navigate to your company’s annual feedback report.",You are the energy coordinator at a company participating in a Dutch voluntary energy-efficiency agreement. You receive a short invitation email with a personalized salutation. The first sentence says that your company’s annual feedback report is ready; a direct link immediately below opens the secure login page for that report.,"After reading the email, do you follow the link and complete the download of your company’s report?","Yes, download the report (1); No, do not download it (0)",339,339,170,169,1,0.14,,0.46,,0.7115,1,0.0125,0.4923693648558546,0.9306306351441452,0.74,1.0,0.443087497693452,0.0,1.0701416143903084,0.0003594335929295956,0.013488602785389632,0.8425105265556844,1.2977727022249326,0.96,1.0,0.19794866372215744,0.0,0.40271584158066176,0.47505052405395287,0.012038716316673002,0.18766646821603697,0.6177652149452866,0.9795918367346939,1.0,0.14285714285714288,0.0,0.28669513781073075,0.9918992706606767,0.011920742943493493,0.07270204649815978,0.5006882291233017,0.36,1.0,0.4848732213850611,0.0,1.8545904360032244,3.0204551088257974e-11,0.01687252993946741,1.600002280419755,2.109178591586694,0.64,0.9,0.4848732213850611,0.3030457633656631,0.6435011087932843,0.004351475380437315,0.01241027034021012,0.4251583908803691,0.8618438267061994,0.8,1.0,0.4040610178208843,0.0,0.9272952180016123,0.0026997960632601883,0.013067767013234415,0.7032432399702522,1.1513471960329724
Shealy_1,Shealy & Klotz (2015),Well-endowed rating systems: How modified defaults can lead to more sustainable performance,2015,structure,default,conventional_lab,Other,high,medium,medium,1,"You are tasked with designing an outdoor community center and stream restoration for a brownfield site. As you work, you use the standard Envision sustainability rating system, which starts at zero points in each category. Every time you choose a sustainable feature that exceeds industry norms, you earn additional points. There is no default endowment of sustainability points; your score increases only as you select higher sustainability options.","You are tasked with designing an outdoor community center and stream restoration for a brownfield site. This time, you use a modified version of the Envision sustainability rating system, which starts you with a default endowment of points at the “conserving” level for each category. As you make decisions, any choice below this high sustainability default causes you to lose points, while choices above the default can earn you even more points.",Please use the Envision rating system to select design features and achievement levels for the community center and stream restoration project.,Please output the points (0–100).,41,41,25,16,0,44.68,19.8,62.39,19.36,0.9021,1,0.1124,0.2450003337042243,1.5591996662957757,74.22,79.46,5.9049961551077015,5.474281240678159,0.9203133404625299,1.2638549779703943e-05,0.1128289834711378,0.2619609319569074,1.5786657489681524,67.46,77.4,11.964590614451819,5.837947640486441,1.0559151299460696,1.3459278474634403e-06,0.11609703367864664,0.3880963116418382,1.7237339482503011,53.46,58.28,10.254337061528092,12.28910252281779,0.42588756624238816,0.035804513995445826,0.10471195389121786,-0.20834161860133643,1.0601167510861127,65.44,77.08,9.712520848085205,4.144531681281115,1.5588727766631172,6.030107620506848e-11,0.1321351748026997,0.8464179831710733,2.271327570155161,52.24,69.3,16.11382978078401,11.471793269420717,1.219727059071498,2.7437210322436118e-08,0.12064309876379518,0.5389587461323208,1.900495372010675,59.52,69.36,20.153735664250682,5.971907021160639,0.6620323108432559,0.001613402064992463,0.10784496073903001,0.018384910709954294,1.3056797109765574
Shealy_2,Shealy et al. (2016),Using framing effects to inform more sustainable infrastructure design decisions,2016,structure,default,artefactual_field,Other,high,medium,medium,1,"You are using the Envision rating system to set quality-of-life achievement levels for a rural redevelopment project. Each credit begins at the industry-norm level, worth zero points. For every credit, you actively select an achievement level; points for levels above the industry norm are added to the project score.","You are using the Envision rating system to set quality-of-life achievement levels for a rural redevelopment project. Each credit begins at the “conserving” achievement level with its associated points. For every credit, you actively select an achievement level; choosing below “conserving” subtracts points from that starting score, while choosing above it adds points.","After selecting an achievement level for each quality-of-life credit, what total Envision score would your selections produce?",Enter a whole-number project score from 0 to 200.,65,65,33,32,0,81.0,40.1,112.0,42.6,0.7497,1,0.0659,0.2465577375296894,1.2528422624703106,11.2,43.56,34.32378838327133,52.839827279607704,0.7263048935212688,0.0004832970946163271,0.06561086721343755,0.22426759949775632,1.2283421875447813,96.92,136.2,20.64652957941042,15.73245702621281,2.1400523326926617,8.257063779270244e-18,0.09678244558505572,1.5303099450558322,2.7497947203294912,77.44,127.93877551020408,26.64135192990516,22.517963350831437,2.0455496274276403,6.413955487585716e-17,0.0937397478281792,1.4454684819612944,2.6456307728939863,128.7,142.66,17.629115527607,6.853004703733083,1.043784795971361,2.11114330386508e-06,0.06993369722842242,0.5254727103686081,1.562096881574114,54.6,109.3,51.52768227677554,39.856502811041146,1.1874980654373066,5.0549635161489385e-08,0.07240035072931758,0.6601244161804583,1.714871714694155,31.08,109.56,46.027870882316336,14.201408380861384,2.3041305331914583,1.1874069470556209e-16,0.10239162656445457,1.6769677018380347,2.931293364544882
Shealy_3,Shealy et al. (2018),Providing descriptive norms during engineering design can encourage more sustainable infrastructure,2018,information,social_reference,artefactual_field,Other,high,high,high,1,"You are a civil engineering designer serving as sustainability coordinator for an outdoor community center and stream-restoration project on a 0.4-acre brownfield site in rural Alabama. For each of ten Envision sustainability credits, you review the available achievement levels and set the project team’s intended level. No information about other projects appears beside the credits.","You are a civil engineering designer serving as sustainability coordinator for an outdoor community center and stream-restoration project on a 0.4-acre brownfield site in rural Alabama. For each of ten Envision sustainability credits, you review the available achievement levels and set the project team’s intended level. Beside each credit is a descriptive statement about other projects, for example: “More than 95% of Envision projects are able to meet the Restorative level of achievement for this credit.”","Considering the ten achievement levels you set, what total Envision score do you establish as the project’s design goal?",Enter one whole-number score from 0 to 200.,67,67,24,43,0,93.0,37.38,140.5,28.36,1.4916,1,0.0815,0.9320654667613704,2.051134533238629,108.2,116.12,22.217845373960664,28.814423825719004,0.3078307396270144,0.12719747063525993,0.06562964304000067,-0.19427838312920215,0.809939862383231,138.64,143.2,18.6106837870189,13.915195042155336,0.2775152796260935,0.16866426301879836,0.06549721741437854,-0.22408701658813374,0.7791175758403208,104.92,114.93877551020408,20.396918534775924,20.711719873927766,0.4874533976780103,0.01718141795537722,0.06669569565678068,-0.018717293278183833,0.9936240886342045,136.04,140.8,15.4707888009128,13.094632020606841,0.33212301066082445,0.10007431212714894,0.06574565744262079,-0.17042970866849133,0.8346757299901402,112.46,115.32,17.072725593286897,22.579058384950873,0.14288468173465627,0.4767895114197317,0.0650748390699641,-0.3570976325031219,0.6428669959724344,109.86,112.0,14.780033415222784,13.626205245326194,0.1505469855047466,0.4534254334473622,0.06509161789511449,-0.34949978202449067,0.6505937530339838
Stikvoort_1,Stikvoort et al. (2016),"Thou shalt not sell nature: How taboo trade-offs can make us act pro-environmentally, to clear our conscience",2016,structure,composition,conventional_lab,Environmental donation,medium,high,high,1,"You are asked to imagine a situation where you must decide how to allocate some of your freely spendable money left after paying for living expenses, rent, and bills. You have two options: preventing the destruction of natural forests caused by human activity, which leads to the permanent extinction of plant and animal species, or preventing fishing practices that cause painful deaths of dolphins and other marine animals. You will make your choice privately, and afterward, you will be informed that you may choose to donate part of your participation fee (real money) to an environmental charity if you wish.","You are asked to imagine a situation where you must decide how to allocate some of your freely spendable money left after paying for living expenses, rent, and bills. You have two options: preventing the destruction of natural forests caused by human activity, which leads to the permanent extinction of plant and animal species, or spending the money on personal luxuries, such as high-end fashion items, designer furniture, or frequent leisure outings. You will make your choice privately. Later, you will be informed that you have the opportunity to donate a portion of your participation fee (real money) to an environmental charity, if you wish.","After considering the options above, you are given an envelope with your participation fee. You can choose to keep all of it, or anonymously donate any part of it (from 0 up to the full amount) to an environmental charity by placing the donation in a box.","Would you choose to donate? Yes (1), No (0)",138,138,69,69,1,0.36,,0.41,,0.1028,1,0.029,-0.2309698395603318,0.4365698395603318,0.7,0.64,0.4629100498862757,0.4848732213850611,-0.12772273685916002,0.6705892681755627,0.02904461267214056,-0.4617492081799802,0.20630373446166017,0.8,0.74,0.40406101782088427,0.443087497693452,-0.14284639638869612,0.6346098926824206,0.029059438742613176,-0.4769581101645408,0.19126531738714858,0.34,0.22448979591836735,0.4785181206984065,0.4215697907053755,-0.257857047596317,0.29246892162415905,0.029226413974619888,-0.5929272876357177,0.07721319244308367,0.9,0.88,0.30304576336566297,0.328260722659316,-0.06398210298605855,1.0,0.02900033952718304,-0.39775389640159237,0.26978969042947526,0.54,0.48,0.5034574339058886,0.5046720495044484,-0.12009625438764782,0.6890975768174323,0.029037764892456314,-0.4540833470714348,0.21389083829613914,0.72,0.68,0.4535573676110727,0.47121207149916117,-0.08733077995918315,0.8272593465627113,0.02901314009104449,-0.4211762276124007,0.2465146676940344
Theotokis_1,Theotokis & Manganari (2015),The impact of choice architecture on consumer behavior: The role of guilt,2015,structure,default,conventional_lab,Other,low,low,low,0,Paper account statements are selected by default. You may opt in to electronic statements instead.,You must actively choose between electronic statements and paper account statements before proceeding. Neither option is selected by default.,What service would you choose?,electronic statements（1）paper account statements（0）,107,72,36,36,1,0.56,,0.79,,0.4984,1,0.0573,0.0292352203907743,0.9675647796092256,0.98,1.0,0.14142135623730948,0.0,0.28379410920832715,1.0,0.05611485483625936,-0.18049341386624235,0.7480816322828967,0.98,1.0,0.14142135623730934,0.0,0.28379410920832715,1.0,0.05611485483625936,-0.18049341386624235,0.7480816322828967,0.62,0.96,0.4903143514780145,0.19794866372215744,0.9257146341752713,8.557373289311859e-05,0.061506580443932334,0.4396333693881201,1.4117958989624226,0.74,0.92,0.443087497693452,0.27404751561786966,0.49662850996721186,0.03319312826152077,0.05726833247855731,0.027593393002396716,0.965663626932027,0.94,1.0,0.23989793748209529,0.0,0.49493412634089573,0.24102816726442872,0.05725666520428351,0.025946790059280023,0.9639214626225114,0.9,0.94,0.3030457633656631,0.23989793748209529,0.14856698245238853,0.7124222498786668,0.05570883436302089,-0.31403780908614987,0.6111717739909269
Theotokis_2,Theotokis & Manganari (2015),The impact of choice architecture on consumer behavior: The role of guilt,2015,structure,default,conventional_lab,Other,low,low,low,0,"By default, you will receive e-statements. However, if you prefer, you can opt out and receive paper statements instead, which offer a tangible, easy-to-organize record that many find more trustworthy and easier to reference.","Please choose one of the following billing options: e-statements or paper statements. While e-statements offer convenience, paper statements provide a reliable physical copy that is easier to review, file, and keep for your records. You must make a choice to proceed.",What service would you choose?,electronic statements（1）paper account statements（0）,107,71,35,36,1,0.7,,0.79,,0.2072,1,0.0567,-0.2595019553562604,0.6739019553562604,1.0,1.0,0.0,0.0,0.0,1.0,0.05634920634920635,-0.4652560109974638,0.4652560109974638,0.82,0.94,0.3880879344916035,0.23989793748209529,0.38136393482744513,0.12389131916687685,0.057373420791368826,-0.08810132839487195,0.8508291980497622,0.94,1.0,0.23989793748209529,0.0,0.49493412634089573,0.24102816726442872,0.05807427528876146,0.02261015165463065,0.9672581010271608,0.98,0.96,0.14142135623730942,0.19794866372215753,-0.11892173237233461,1.0,0.0564488005635052,-0.5845887194374266,0.34674525469275735,0.98,0.94,0.14142135623730936,0.2398979374820953,-0.21114001713256858,0.6098340436734595,0.056663150763535515,-0.6776902934253863,0.2554102591602491,0.9,0.66,0.3030457633656631,0.4785181206984066,-0.6015657307069822,0.007920853949539052,0.05889766640808681,-1.0772262820896306,-0.1259051793243337
Yeomans_1,Yeomans & Herberich (2014),An experimental test of the effect of negative social norms on energy-efficient investments,2014,information,social_reference,framed_field,Energy conservation,low,high,high,1,"While you are refueling at a Chicago gas station, you see a pump-side poster about tire inflation. It says that tires below 33 psi waste fuel, that inflation costs $0.50, and that an attendant will inflate the tires for you if you choose the service today. The air pump and attendant are available now.","While you are refueling at a Chicago gas station, you see a pump-side poster about tire inflation. It says that more than 70% of Chicago drivers are wasting fuel with tires below 33 psi, that inflation costs $0.50, and that an attendant will inflate the tires for you if you choose the service today. The air pump and attendant are available now.",Would you purchase the $0.50 tire-inflation service now?,"Yes, purchase the service (1); No, do not purchase it (0)",77,77,43,34,1,0.326,,0.676,,0.7151,1,0.056,0.2512878678183686,1.1789121321816314,1.0,1.0,0.0,0.0,0.0,1.0,0.052667578659370724,-0.44980032748503124,0.44980032748503124,1.0,1.0,0.0,0.0,0.0,1.0,0.052667578659370724,-0.44980032748503124,0.44980032748503124,0.86,1.0,0.35050983275386555,0.0,0.7669940078618667,0.01869359769155257,0.05648757741324091,0.3011671059833507,1.2328209097403826,0.96,0.98,0.19794866372215744,0.14142135623730945,0.11892173237233461,1.0,0.052759412285542394,-0.3312705706482022,0.5691140353928714,0.72,0.88,0.4535573676110727,0.32826072265931605,0.40771444161973047,0.08011831372763421,0.05374700116524922,-0.046671838666221876,0.8621007219056829,1.0,1.0,0.0,0.0,0.0,1.0,0.052667578659370724,-0.44980032748503124,0.44980032748503124
Yeomans_2,Yeomans & Herberich (2014),An experimental test of the effect of negative social norms on energy-efficient investments,2014,information,social_reference,framed_field,Energy conservation,low,high,high,1,"You are at a gas station, pumping gas. A poster near the pump says that you could be wasting fuel with tires below 33 psi, encourages you to save the earth and save on gas, and states that you can inflate your tires today for only $0.50. The air pump is available to use.","You are at a gas station, pumping gas. A poster near the pump says that more than 70% of Chicago drivers are wasting fuel with tires below 33 psi, encourages you to save the earth and save on gas, and states that you can inflate your tires today for only $0.50. The air pump is available to use.",Did you inflate your tires? ,"Yes (1), No (0)",77,77,32,45,1,0.031,,0.111,,0.3253,1,0.0542,-0.1309971269705975,0.7815971269705975,1.0,1.0,0.0,0.0,0.0,1.0,0.05347222222222222,-0.45322327799625645,0.45322327799625645,0.7,0.64,0.4629100498862757,0.48487322138506106,-0.12772273685916002,0.6705892681755627,0.053578151426837764,-0.5813947135065076,0.3259492397881875,0.72,0.92,0.4535573676110727,0.2740475156178697,0.5416845489759767,0.019149571500766092,0.055377560862477464,0.0804572518179596,1.0029118461339939,0.96,0.94,0.1979486637221575,0.23989793748209526,-0.09221828476023397,1.0,0.05352744437835286,-0.5456755301058539,0.36123896058538596,0.72,0.76,0.4535573676110727,0.43141911058689997,0.09125227730012053,0.8196614962832179,0.05352629350866675,-0.36220009322839547,0.5447046478286366,0.7,0.94,0.46291004988627565,0.23989793748209526,0.6643453543865128,0.004194047655944133,0.056338162156604955,0.19913493967271245,1.129555769100313
Yeomans_3,Yeomans & Herberich (2014),An experimental test of the effect of negative social norms on energy-efficient investments,2014,information,social_reference,framed_field,Energy conservation,low,high,high,1,"At a gas station, a poster by the pump states that tires below 33 psi can waste fuel, displays the messages “save the earth” and “save on gas,” and states that the air pump is free to use that day.","At a gas station, a poster by the pump states that more than 70% of Chicago drivers have tires below 33 psi and may be wasting fuel, displays the messages “save the earth” and “save on gas,” and states that the air pump is free to use that day.",Did you inflate your tires? ,"Yes (1), No (0)",67,67,31,36,1,0.581,,0.278,,-0.6228,-1,0.0629,-1.114356466564789,-0.131243533435211,1.0,0.98,0.0,0.1414213562373095,-0.28379410920832715,1.0,0.06063688032690194,-0.7664265560984544,0.19883833768180015,1.0,0.98,0.0,0.14142135623730942,-0.28379410920832715,1.0,0.06063688032690194,-0.7664265560984544,0.19883833768180015,1.0,1.0,0.0,0.0,0.0,1.0,0.06003584229390681,-0.4802345426327949,0.4802345426327949,1.0,0.98,0.0,0.14142135623730942,-0.28379410920832715,1.0,0.06063688032690194,-0.7664265560984544,0.19883833768180015,1.0,0.94,0.0,0.2398979374820953,-0.49493412634089573,0.24102816726442872,0.06186390042388312,-0.9824252810974399,-0.007442971584351643,1.0,0.96,0.0,0.1979486637221575,-0.40271584158066176,0.47505052405395287,0.061246141167489054,-0.8877668999459934,0.08233521678466993
